Level	Date and Time	Source	Event ID	Task Category
Error	15-11-2025 13:27:30	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is AdskUpdateCheck (PID: 29128)."
Error	15-11-2025 13:27:30	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is GooglePlayGamesServices (PID: 5000)."
Error	15-11-2025 13:27:27	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is ADPClientService (PID: 29288)."
Error	15-11-2025 13:27:27	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is ADPClientService (PID: 29288)."
Error	15-11-2025 13:27:27	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is ADPClientService (PID: 29288)."
Error	15-11-2025 13:27:27	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is AdskUpdateCheck (PID: 29128)."
Information	15-11-2025 13:27:26	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\gunis\AppData\Local\Packages\Microsoft.SecHealthUI_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information	15-11-2025 13:27:24	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 13:27:23	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 14 to 15.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 13:27:23	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Lid."
Information	15-11-2025 13:27:23	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	15-11-2025 13:27:22	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Warning	15-11-2025 13:27:22	Win32k	701	None	Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Warning	15-11-2025 13:27:22	Win32k	701	None	Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Information	15-11-2025 12:31:49	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:31:49	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:31:48	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Policy Setting
Information	15-11-2025 12:31:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:31:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:31:46	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:31:45	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:31:42	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 13 to 14.

Reason 55 

BootId: 593"
Information	15-11-2025 12:31:37	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
Information	15-11-2025 12:31:37	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 12 to 13.

Reason 55 

BootId: 593"
Information	15-11-2025 12:31:37	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
Information	15-11-2025 12:31:37	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	15-11-2025 12:26:25	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 12:26:23	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:23	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:23	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:23	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:23	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:22	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:22	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:22	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:22	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:21	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:21	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:21	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:09	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:09	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:26:03	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Error	15-11-2025 12:22:13	Microsoft-Windows-DistributedCOM	10010	None	The server {08728914-3F57-4D52-9E31-49DAECA5A80A} did not register with DCOM within the required timeout.
Information	15-11-2025 12:22:05	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:57	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:57	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:57	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:57	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:57	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:41	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 12:21:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:41	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:40	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:40	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:40	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:39	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:38	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:37	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:32	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 12:21:32	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:30	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 12:21:30	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:20	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 12:21:20	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:17	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 12:21:17	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:13	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:13	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:21:10	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:20:53	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 12:20:53	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:20:47	Netwtw14	7003	None	7003 - Roam Complete
Information	15-11-2025 12:20:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:20:47	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:20:39	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 12:18:53	EventLog	6013	None	The system uptime is 9575 seconds.
Information	15-11-2025 11:39:27	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby
Information	15-11-2025 11:39:22	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 11 to 12.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 11:39:22	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Lid."
Information	15-11-2025 11:39:22	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 10 to 11.

Reason PolicyChange 

BootId: 593"
Warning	15-11-2025 11:39:22	Win32k	700	None	Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)
Warning	15-11-2025 11:39:22	Win32k	700	None	Power Manager has requested suppression of all input (INPUT_SUPPRESS_REQUEST=1)
Information	15-11-2025 11:39:15	Microsoft-Windows-IsolatedUserMode	5	None	Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information	15-11-2025 11:39:14	Microsoft-Windows-IsolatedUserMode	2	None	Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Error	15-11-2025 11:39:13	Schannel	36882	None	"The certificate received from the remote server was issued by an untrusted certificate authority. Because of this, none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.
 The SSPI client process is GooglePlayGamesServices (PID: 5000)."
Information	15-11-2025 11:39:05	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
Information	15-11-2025 11:39:03	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 9 to 10.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 11:39:03	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Lid."
Information	15-11-2025 11:39:03	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	15-11-2025 11:39:03	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Warning	15-11-2025 11:39:03	Win32k	701	None	Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Warning	15-11-2025 11:39:03	Win32k	701	None	Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)
Information	15-11-2025 10:30:00	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Policy Setting
Information	15-11-2025 10:29:59	BTHUSB	18	None	Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information	15-11-2025 10:29:53	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 8 to 9.

Reason 55 

BootId: 593"
Information	15-11-2025 10:29:48	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
Information	15-11-2025 10:29:48	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 7 to 8.

Reason 55 

BootId: 593"
Information	15-11-2025 10:29:48	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
Information	15-11-2025 10:29:48	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Connected, Reason: None
Information	15-11-2025 10:14:24	Microsoft-Windows-Kernel-Power	172	(203)	Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby
Information	15-11-2025 10:14:17	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 6 to 7.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 10:14:12	Microsoft-Windows-Kernel-Power	506	(157)	"The system is entering Modern Standby 

Reason: Lid."
Information	15-11-2025 10:14:12	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 5 to 6.

Reason PolicyChange 

BootId: 593"
Information	15-11-2025 10:14:12	Microsoft-Windows-Kernel-Power	507	(158)	"The system is exiting Modern Standby 

Reason: Lid."
